text,BIO_anno,class
制卡中，效率比较高,B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ,2
我今天查看6/10的进度已经抵押完成了。点手机银行贷款-个人贷款查询-点击查询就可以看到了,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
面签完是不是就可以看到额度了？,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
公司开了，额度随便提啊，哈哈哈,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
临时要不要用？不影响吧？有人知道么？着急,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
云闪付app-权益精选-数字生活礼遇用无界卡或者B卡去参与就行了，然后用这个卡去刷，一天刷一笔20的，他里面有记录笔数-到了多少笔就可以领取，一天只记一笔...,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
二者没多大关系吧。。不用担心,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
不要申请星座，公告说生日积分要取消了，微信多币，或etc多币,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2
这几年其他银行没有下过，农业?按揭才下的,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
无限分期，准提，我的就是一万起步，无限分期，用用还还，第一次提36800第二次直接61800，不敢用了越欠越多，还越提，气死...,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
没有，没有临时固定，也不错了,O O O O O O O O O O O O O O,2
光大银行每个地区不一样的，好像有的地区不需要去分行，有的地区需要。你打光大总行咨询一下,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
广州为啥不申请广百白金卡,B-BANK I-BANK O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT,2
刷到天书了，完全不知道什么套路,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
签约，征信应该只显示贷款审批，不用，应该不显示吧，如果要是显示，我其他的卡就难提额了,O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
为什么不给我打，不过下个月满半年周期该提额了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
无卡通道怎么弄啊，我用云闪付和微信通道，一下就出来以前的信息了。。,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O,2
0.6，好低的额度啊，怕是没毕业吧,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
征信还没去打，应该是总授信固额+2倍分期额度,B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N,2
没有金额怎么样？信用报告是否显示贷款批准？,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
可惜去年把白麒麟销了，现在得等满1年重新申请了。销卡一时爽，拒你没话讲:'(,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ O O O O O O O,2
如果实在没东西买，买10元e卡,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
恭喜下卡！推了几次都没推倒,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,1
早就解封了，平安的还是靠谱的,O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
留咯，中信下来就20000的算不错了，基本都是下卡4500的，既然是备不时之需就留着吧，加起来你这也才20万，不高。,O O O B-BANK I-BANK O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
试试不就知道了，我的额度就是这么提高的,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ O,2
和你放钱没关系，额度看消费,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
大哥，你的是三天准时解冻吗？,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
账单分期我分了2400+，说给我提固定2600……,B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O,2
说错了，把你的工资考到工友头上，工友所产生的个税承担一下。,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O,2
上海大白金可以刷免，15笔就可以了,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
都有短信还被拒，踏马的群发钓鱼的吧怎么办啊,O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O,2
打客服问问呗！直接打工商银行的客服呗,O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O,2
我在学校办的下卡5000，工作后更新信息直接1.5w，工作半年涨到1.9w了，临额4.5w，可我还是觉得好慢[捂脸],O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,0
我的中信银行信用卡刷卡的时候密码随便输都可以交易成功,O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
听谁说的？没有这回事，我就一直申请一直爽！,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,1
一般不会上门，打电话核实就可以了，额度不会减的,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
我网申都录入9天了，你线下还有啥好说的,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O,2
恭喜，我现在是小黑，无临额但有分期，今年二月份下的卡，额度跟你一样，借老哥运气能到时候额度也跟我一样啊,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,1
不是工行的短信，话说县城居然没工行？啥地方啊,O O B-BANK I-BANK O O O O O O O O O O O B-BANK I-BANK O O O O O,2
我当时二卡是随便过的，不过是菜卡。浦发的,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O,2
老哥在哪里申请？需要条件吗？额度这么喜人,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,1
我直接同意分期付款，不是吗？？,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2
成本太高了，我直接营业执照进件申过邮储了，下了四万，无社保公积金。,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
分期通看看有额度没,B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O,2
工行微信卡（额度1-5w），其特点是绑定微信消费1.5倍积分,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
个税和社保哪里上传呢，完全搞不懂,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
我只需要把网贷的信用结算卡不,O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
最简单的就是app上问在线客服，,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
会真的上门吗，会联系紧急联系人之外的人吗,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,2
大佬，小白金有推荐的吗,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
你们汇丰都发啥快递，有短信提示吗、？,O O B-BANK I-BANK O O O O O O O O O O O O O O,2
当然我资质一般。负债高,O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ,2
3k菜卡，兴业的,O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O,2
坐标西安小额工商最低3%。如果抵押四大行最低3.85%-4.35%,O O O O O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
这种情况从来没有遇到过，帮你顶一下，看看有没有懂的兄弟。有点麻烦啊,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
哇啊哦~~不下都不行了这么多钱，再拿个20以上的车进件稳稳的:lol,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
然后去商店超市刷几笔一百几十的，这样额度就慢慢起来了,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
版主分析的很到位，我就不充一下，最近几个月的快捷支付五倍积分还是比较给力的，每月差不多能搞20万分左右...,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
等电话，电话后天吧出结果，没录入就不知道多久，不靠谱银行,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
不敢用啊，网贷毕竟上征信。羡慕老哥信用卡额度高，我的所有卡基本没提过额度，,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
等开户就可以看到额度了，工商银行app查询进度,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
你白拿这么多钱不合适,O O O O O O O O O O,2
在哪里查的进度，完全懵逼,O O O O O O O O O O O O,2
20块的权益明天就可以取消，??证券账户，需要本人视频认证的，应该没有开通吧。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O,2
加我，我帮你出方案，靠谱的,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
兴业始终是我的心病，等过几天我去申请中信算了,B-BANK I-BANK O O O O O O O O O O O O O O O O B-BANK I-BANK O O,2
擦我哥。如果能提，就全提。手续费再说,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
我现在还是5星呢，已经一年多的空卡了，牛叉了,O O O O O O O O O O O O O O O O B-PRODUCT O O O O O,2
我是凌晨2点申请，早上6点多收到卡号短信。2w，浦发的，还可以吧,O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
这个卡我申请也是扣了我50大洋啊。银行小气,O O B-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
运通的卡现在可以刷鸡吗？,O O O O O O O O O O O O,2
建行_43k(20k-30k-42k-43K),B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O,2
不要灰心，招商银行应该是最好提的银行了,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK I-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
，说现在情况特殊，没有办法全额还贷！我已经提供了疾病证明,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
打客服问问有没有分期提额资格,O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O,2
我搞了个花嫁卡,O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
"看自己需求啊,带娃吃饭啥的，就办招行的，每周三都有活动",O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O,2
公积金高，工资流水高就能下,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O,2
第一次协商请问下怎么写信到上海信访？发哪里？写什么内容才行？我也在搞，心累,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
啊…这…么破的银行吗浦发么？,O O O O O O O O O O B-BANK I-BANK O O,0
每还一期账单，总额度就会减少一期的额，而且还占授信总额，又不是固定额度提到了12W，有什么好开心的,O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,0
上门个鬼呦。网申通过后，去网点面签，办一个小招的储蓄卡，然后回家等着寄卡自行激活即可,O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,0
你们申请工行的信用卡绝对是为了情怀，跟额度无关。,O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
第一次下卡五千，怒销！第二次下卡一千，怒销！第三次终于两万，建行果然是建行,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-BANK I-BANK O O O B-BANK I-BANK,2
12行200多万额度？,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
网贷是坚决不能碰的呀···,B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
我是第一次3月1号提了两万，用不了那么多，到17号想提提不了，出现代码，我建议能提一次给提出来,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
但是我没大妈的信用卡，直接借出来的，你说的我好害怕,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
在京东金融里面,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O,2
微信关注深圳信访??我要写信，开心一下,O O O O O O O O O O O O O O O O O O O,1
额度都是菜卡，先不要申请这么多张,B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
建行知音白金卡是坑，不建议办，网上消费的积分是不能兑换航空里程的。大山白不能兑换航空里程，没啥用。,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O,0
两年了，额度依然很低,O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ,0
分了有什么好处？给提额吗？还是给了高倍积分？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O,2
老哥，管理费多少钱,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
不要怕，专心工作就结束了。他最多只能起诉。,O O O O O O O O O O O O O O O O O O O O O,2
【平安】90K【广发】190K【招商】50K,O B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O,2
盼大神看看哪些去留，个人出国消费多一些，看看那些卡片注销掉为好，谢谢了,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
雪狼用着10家银行信用卡，觉得招商银行的信用卡app“掌上生活”是体验感最好的，没有之一！其界面简洁，非常容易上手，也没有那么多广告,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O,1
去申请小白卡不用上门,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
收款还是用信用社这种小地方的卡,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT,2
2、资金投资收益对于个人财富的积累有较为显著的提升，尤其是当投资收益率超过 14% 时，投资收益甚至超过人力资本收入。,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
这么神奇？没有关联还款，还到时间就划借记卡的钱还信用卡？,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
只有joy卡能改变卡,B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
千万不要网申,O O O O B-PRODUCT I-PRODUCT,2
没打折？我的6万每个月才200手续费,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N,2
卡员上门拍照你咋过的啊？好心慌,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
其实我5年前都上了，额度也很高的,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2
可以拨打客服热线注销不用的那一张。,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
卡员上门一般比较靠谱,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
中信的起点是3.5w，一个募集4.3w，一个募集7.3w,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O,2
征信有延迟吗？,B-PRODUCT I-PRODUCT O O O O O,2
可以现场申请支取并提交其他财务证明?,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2
办信用卡干嘛一般不都是借记卡嘛,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
额度审批下来了，目前拍照支用审核，但是今天显示支用审核退回，我有点慌，不知道什么情况,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
逾期几天开始催的,B-COMMENTS_N I-COMMENTS_N O O O O O O,2
建行双标返现，线上消费算不算？,B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
在app可以查看到进度不,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
信用卡一切操作都是贷后啊，除非容易借才是审批,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N,2
老油控风低,O O O O B-COMMENTS_ADJ,2
别来这造谣了。你这图根本看不出一卡二卡,O O O O O O O O O O O O O O O O O O O,0
没有账单分期、掌上取现、e招贷、现金分期，无法调整临额、固额,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT,2
这些要怎么提交？线下找客户经理提交？有点难哦,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
中行好像认砖。现在有两种方式，第一种是线下柜台申请，第一种今天刚申请，两三个小时就过去了，8k的赞卡，之前还有,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O,2
我记得客服曾经说过广东地区暂时没有蓝牙。,O O O O O O O O O O O O O O O O O O O O,2
亲测，几百元小额还其他行信用卡没事，别大额还款。取出现金多绕几个圈。,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
楼主，请问利息最后到底怎么样了,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2
慢慢准备，我本来是准备年底再申请的，今天觉得时间太长了，耽误自己集卡进度，就试试看看了。等卡激活了，就把钱转中信去，再看看能不能下中信。一个个来，还差4行就集...,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-PRODUCT O O O O O O O O O O O B-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O B-BANK I-BANK O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O O O O O O O O O O O O O O O,2
你好请问，申请一个月了下卡了，然后要去面签会成功吗，是芭比白的信用卡，工本费是怎么付是卡收到就付的吗,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
感觉套路了啊。第三方销售一样,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,0
金卡吗,B-PRODUCT I-PRODUCT O,2
我下了几十W，感觉稳的，理财经理也很高兴，帮她完成了业绩，我就感觉年费率7.8%有点高，刷出来感觉成本也不低,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
电话回访你没？回访就快了,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
不是选礼品嘛，说选你啊。,O O O O O O O O O O O O,2
把大部分工资造到要好的工友头上，该承担的利息承担一下。,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
我是本金27000，协商了18期,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
我的是分期大法，2个月前首提了,O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
去年我被电信诈骗，就因为有广发的信用卡，被诈骗犯监视的情况下，从广发信用卡的闪电现金贷，被贷出来10多万，广发从头至尾都不和持卡人确认审核身份，就没有风控一说,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O,0
果然是建设垫底。我的也是，拿来洗车:lol,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O O O O O O O O O O O O O O O O,2
那消了吧没什么意思了,O O O O O O O O O O,2
公务卡不能自行调额，只能去卡部拿申请表，单位盖章同意调额,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
不知道，大妈分期不高,O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ,2
征信没大毛病问题不大，耐心等待吧,B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
中信1k怒销,B-BANK I-BANK O O B-COMMENTS_ADJ O,0
写邮件的，给银监会，看有解决方案不，协商应该可以的,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
先出审核完成再跳审核已经拒了,O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2
我申请中信的时候，也有回访，回一个我拒一个，那时候申着玩的，没打算要卡，后面他一直打，我就接了，就问我一些基本资料，回答完之后隔天就发信息说初审通过了...,O O O B-BANK I-BANK O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
我这E招贷提示“仅可转入他行卡”，,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
分期通使用征信上咋提示的,B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O,2
广发金7.8k（17.9)~12k(18.8.3),B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O,1
12期都是0.36为毛我的年华7.88你的8.09？这玩意怎么算的，完全不懂,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
1111。有人吗？我信用卡办了一个月了还没收到，什么情况,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O,2
